Data;Onda_Hs_m;Onda_Tp_s;Onda_Dir_graus;Vento_U_m_s;Vento_V_m_s;Vento_Vel_10m_m_s;Vento_Dir_graus;Corr_U_m_s;Corr_V_m_s;Corr_Vel_m_s;Corr_Dir_graus;Heave_Max_m;Pitch_Max_graus;Roll_Max_graus;Status_ULS;Motivo_ULS;Status_SLS_Geral;Motivo_SLS;SLS_Guindaste;SLS_Helicoptero;SLS_Barco_Apoio;SLS_ROV;SLS_Offloading;SLS_Planta
2015-03-31;2.07;8.56;94.9;0.87;-2.6;2.75;288.4;-0.04;-0.07;0.08;239.8;0.1;0.05;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-01;1.72;8.39;142.1;3.03;3.44;4.59;48.6;-0.04;0.0;0.04;177.1;0.09;0.03;0.16;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-02;1.37;7.63;163.9;0.05;3.78;3.78;89.2;-0.06;-0.0;0.06;183.5;0.05;0.03;0.07;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-03;1.15;7.81;160.0;-2.31;0.54;2.37;166.8;-0.07;-0.06;0.09;222.0;0.05;0.02;0.12;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-04;1.18;8.74;131.8;-3.47;-2.82;4.47;219.0;-0.08;-0.12;0.14;237.3;0.07;0.01;0.19;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-05;1.46;9.66;99.2;-4.53;-4.33;6.26;223.7;-0.07;-0.13;0.15;242.8;0.13;0.04;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-06;1.87;8.65;143.3;2.61;0.12;2.61;2.7;0.01;0.01;0.01;53.4;0.1;0.04;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-07;3.07;9.11;190.3;0.26;9.02;9.02;88.4;-0.04;0.07;0.08;120.8;0.23;0.2;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho;Seguro;Seguro;Suspenso;Suspenso;Seguro;Segura
2015-04-08;2.34;10.32;175.8;-3.21;2.07;3.82;147.2;-0.04;-0.02;0.04;203.8;0.35;0.17;0.27;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-09;1.8;9.89;164.2;-4.44;-0.65;4.49;188.4;-0.07;-0.08;0.11;226.4;0.18;0.11;0.26;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-10;1.61;10.52;159.8;-3.95;-0.83;4.03;191.8;-0.09;-0.1;0.14;228.4;0.28;0.07;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-11;1.41;10.26;159.0;-1.66;-2.0;2.6;230.2;-0.07;-0.11;0.13;238.2;0.16;0.1;0.16;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-12;1.05;9.43;154.8;0.1;-0.47;0.48;281.5;-0.05;-0.06;0.08;229.7;0.1;0.05;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-13;0.89;8.85;156.4;-0.66;1.84;1.95;109.8;-0.06;-0.03;0.07;203.4;0.07;0.03;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-14;1.28;9.56;167.6;-2.51;0.21;2.52;175.3;-0.08;-0.06;0.1;219.6;0.11;0.08;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-15;1.7;10.51;157.3;-3.69;-2.71;4.58;216.3;-0.08;-0.12;0.15;235.2;0.29;0.09;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-16;1.44;9.19;135.5;-2.46;0.02;2.46;179.5;-0.08;-0.07;0.11;224.2;0.11;0.03;0.3;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-17;1.73;7.34;131.3;-6.09;1.57;6.29;165.5;-0.12;-0.1;0.15;219.8;0.06;0.01;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-18;2.18;12.23;136.6;-3.89;-4.35;5.83;228.2;-0.08;-0.15;0.17;240.9;0.67;0.04;0.56;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-19;1.75;9.96;130.6;-1.02;0.02;1.02;178.6;-0.09;-0.07;0.11;215.4;0.25;0.03;0.31;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-20;1.55;10.05;150.4;-2.52;-1.71;3.05;214.2;-0.05;-0.07;0.09;235.0;0.16;0.07;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-21;1.42;7.97;140.6;0.36;-0.48;0.6;307.0;-0.01;-0.02;0.02;227.6;0.05;0.02;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-22;1.9;7.5;172.8;-3.62;5.51;6.59;123.3;-0.1;-0.0;0.1;182.3;0.05;0.05;0.07;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-23;2.36;11.58;162.3;-7.0;1.64;7.19;166.8;-0.09;-0.06;0.11;213.9;0.41;0.09;0.41;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-24;2.0;10.81;149.5;-5.13;-1.25;5.28;193.6;-0.07;-0.09;0.11;232.2;0.4;0.1;0.47;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-25;1.87;9.05;163.6;0.55;3.73;3.77;81.6;-0.05;0.01;0.05;162.7;0.13;0.1;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-26;1.68;8.63;154.3;-2.74;3.35;4.33;129.2;-0.05;-0.01;0.05;190.7;0.1;0.05;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-27;1.51;11.44;149.2;-3.28;-0.3;3.29;185.2;-0.05;-0.04;0.06;220.0;0.3;0.05;0.27;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-28;1.39;11.19;155.9;-2.05;-0.96;2.26;205.2;-0.04;-0.04;0.06;225.0;0.24;0.07;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-29;1.5;8.66;166.4;-1.08;5.14;5.25;101.9;-0.06;0.03;0.06;152.4;0.1;0.07;0.2;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-04-30;2.58;10.75;173.5;-3.56;4.92;6.07;125.9;-0.07;-0.0;0.07;182.7;0.43;0.22;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2015-05-01;2.45;11.59;166.9;-2.98;0.66;3.05;167.5;-0.09;-0.07;0.11;217.1;0.44;0.13;0.26;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-02;2.19;11.14;143.9;-4.54;-1.42;4.75;197.4;-0.12;-0.11;0.16;223.4;0.33;0.07;0.46;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-03;2.2;10.67;109.6;-4.34;-5.61;7.09;232.3;-0.1;-0.16;0.19;236.9;0.32;0.03;0.41;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-04;2.32;8.08;74.8;-2.24;-5.22;5.68;246.8;-0.06;-0.14;0.15;247.0;0.1;0.07;0.25;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-05;2.17;8.53;147.7;-1.54;5.5;5.71;105.7;-0.06;0.04;0.07;150.2;0.11;0.05;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-06;1.77;10.65;168.8;-2.12;1.31;2.49;148.2;-0.02;0.03;0.03;123.2;0.27;0.11;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-07;1.76;10.82;178.5;0.14;2.0;2.0;86.1;-0.0;0.04;0.04;96.0;0.35;0.1;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-08;2.27;9.35;182.5;-3.43;4.59;5.73;126.8;-0.03;0.03;0.04;138.3;0.16;0.15;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-09;1.97;10.32;169.1;-3.06;-2.67;4.06;221.0;-0.03;-0.06;0.06;245.3;0.28;0.15;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-10;1.5;10.22;147.8;-2.38;-2.88;3.74;230.5;-0.06;-0.08;0.1;235.0;0.17;0.08;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-11;1.77;8.7;120.2;-0.46;-1.57;1.64;253.7;-0.01;-0.04;0.04;251.0;0.08;0.0;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-12;3.07;12.8;165.4;1.73;4.27;4.61;67.9;-0.06;0.02;0.06;164.0;1.0;0.12;0.73;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho;Seguro;Seguro;Suspenso;Suspenso;Seguro;Segura
2015-05-13;3.48;12.29;149.3;-2.89;5.5;6.21;117.7;-0.11;-0.02;0.11;191.6;0.9;0.1;0.76;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho;Seguro;Seguro;Suspenso;Suspenso;Seguro;Segura
2015-05-14;3.05;12.25;136.9;-5.55;1.53;5.76;164.6;-0.13;-0.08;0.15;211.4;0.8;0.04;0.7;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho;Seguro;Seguro;Suspenso;Suspenso;Seguro;Segura
2015-05-15;2.47;11.9;128.1;-6.03;-1.06;6.12;190.0;-0.14;-0.13;0.19;221.5;0.56;0.02;0.6;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-16;2.05;11.13;114.7;-6.15;-2.17;6.52;199.5;-0.14;-0.14;0.2;225.2;0.39;0.02;0.43;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-17;1.92;8.66;98.0;-6.1;-2.79;6.71;204.5;-0.13;-0.14;0.19;226.8;0.09;0.04;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-18;1.84;7.93;91.0;-5.93;-2.66;6.5;204.1;-0.12;-0.14;0.18;228.7;0.08;0.04;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-19;1.85;8.37;92.9;-6.22;-1.26;6.35;191.5;-0.13;-0.13;0.18;224.1;0.08;0.05;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-20;1.7;8.38;89.8;-5.71;-1.82;5.99;197.7;-0.13;-0.14;0.19;226.2;0.09;0.05;0.26;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-21;1.5;8.19;84.9;-5.67;-2.6;6.23;204.6;-0.13;-0.14;0.19;227.0;0.06;0.04;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-22;1.49;6.83;74.0;-4.79;-4.29;6.43;221.9;-0.12;-0.16;0.2;232.7;0.05;0.02;0.06;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-23;1.5;6.8;62.0;-3.52;-5.62;6.63;237.9;-0.1;-0.16;0.19;236.5;0.03;0.02;0.04;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-24;1.37;6.81;48.8;0.02;-5.55;5.55;270.2;-0.04;-0.1;0.1;248.9;0.06;0.02;0.03;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-25;1.09;7.41;76.9;-0.09;-0.44;0.45;258.2;-0.04;-0.02;0.04;208.5;0.03;0.02;0.05;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-26;1.41;10.39;164.3;-2.3;2.61;3.48;131.4;-0.05;0.01;0.05;164.7;0.19;0.09;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-27;2.3;13.32;164.7;-5.66;-0.71;5.71;187.1;-0.03;-0.06;0.07;238.9;0.93;0.08;0.48;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-28;2.5;13.01;156.8;1.0;-5.09;5.19;281.1;0.06;-0.03;0.06;337.0;0.83;0.08;0.66;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-29;2.92;12.43;199.3;5.46;2.27;5.92;22.5;0.04;0.07;0.08;61.2;0.93;0.17;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2015-05-30;2.45;12.02;189.6;3.1;0.43;3.13;7.9;0.03;0.03;0.04;45.6;0.56;0.12;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-05-31;1.84;10.46;179.3;-1.6;-1.02;1.9;212.4;-0.02;-0.03;0.03;237.0;0.31;0.12;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-01;1.89;10.56;168.6;1.01;3.09;3.26;71.9;-0.02;0.01;0.02;150.9;0.35;0.12;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-02;1.53;12.14;159.7;-1.68;2.59;3.08;123.0;-0.03;-0.01;0.03;202.6;0.39;0.05;0.31;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-03;1.2;8.76;125.0;-3.4;-2.71;4.35;218.6;-0.04;-0.08;0.08;245.5;0.07;0.01;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-04;1.26;8.12;73.9;-1.55;-4.06;4.34;249.1;-0.03;-0.09;0.1;252.0;0.05;0.05;0.07;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-05;1.19;10.25;89.2;-1.47;-2.37;2.79;238.1;-0.02;-0.07;0.07;249.8;0.18;0.04;0.26;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-06;1.58;10.86;86.1;-1.81;-5.23;5.54;251.0;-0.01;-0.09;0.09;263.7;0.24;0.06;0.25;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-07;1.46;9.1;65.0;0.14;-5.08;5.08;271.5;-0.01;-0.08;0.09;266.3;0.09;0.1;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-08;1.17;8.98;72.9;0.39;-3.17;3.19;277.0;-0.0;-0.06;0.06;269.9;0.07;0.06;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-09;1.45;11.28;140.2;0.33;-3.06;3.07;276.2;0.02;-0.04;0.04;299.6;0.27;0.04;0.28;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-10;1.93;12.29;175.6;1.21;-4.26;4.43;285.8;0.02;-0.05;0.06;294.8;0.59;0.1;0.38;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-11;1.95;12.38;184.0;2.38;-3.68;4.38;302.9;0.03;-0.03;0.04;309.5;0.58;0.09;0.19;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-12;2.16;10.46;185.4;-0.04;4.5;4.51;90.6;-0.03;0.04;0.05;122.9;0.28;0.21;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-13;2.76;12.66;187.5;-3.99;-1.72;4.35;203.4;0.02;-0.02;0.03;313.0;0.9;0.14;0.31;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2015-06-14;2.12;12.1;180.9;-0.01;-5.22;5.22;269.9;0.07;-0.02;0.08;345.3;0.5;0.11;0.2;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-15;2.15;9.88;192.2;3.84;3.49;5.19;42.3;0.04;0.08;0.08;65.3;0.2;0.15;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-16;2.56;10.72;201.6;1.61;3.08;3.48;62.4;0.04;0.06;0.08;53.7;0.41;0.22;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2015-06-17;2.11;11.67;189.9;-3.09;-3.54;4.7;228.9;0.04;-0.03;0.05;316.4;0.46;0.14;0.19;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-18;1.93;11.57;141.6;-0.59;-3.4;3.45;260.2;0.04;-0.04;0.06;313.8;0.41;0.06;0.37;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-19;3.2;10.48;189.7;-0.0;9.3;9.3;90.0;-0.01;0.1;0.1;93.3;0.56;0.3;0.26;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho;Seguro;Seguro;Suspenso;Suspenso;Seguro;Segura
2015-06-20;2.77;11.92;176.9;-6.03;1.43;6.2;166.7;-0.0;0.01;0.01;105.8;0.52;0.13;0.29;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2015-06-21;2.22;11.14;136.2;-4.34;-4.91;6.55;228.5;-0.04;-0.1;0.11;250.4;0.49;0.04;0.41;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-22;1.56;9.26;90.3;-2.25;-4.62;5.14;244.1;-0.04;-0.11;0.12;247.8;0.14;0.05;0.2;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-23;1.31;9.09;99.7;0.36;-0.9;0.97;291.7;-0.01;-0.04;0.04;260.8;0.09;0.03;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-24;2.5;8.61;180.1;-1.27;7.86;7.96;99.2;-0.03;0.05;0.06;121.3;0.11;0.12;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-25;2.49;11.77;178.7;-5.37;1.74;5.64;162.0;-0.03;-0.0;0.03;188.6;0.63;0.12;0.29;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-26;2.18;9.61;133.9;-7.41;-1.12;7.49;188.6;-0.1;-0.1;0.14;227.5;0.19;0.04;0.27;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-27;1.97;8.22;106.7;-6.23;-2.59;6.75;202.6;-0.13;-0.15;0.2;230.2;0.1;0.02;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-28;1.88;8.6;88.4;-4.59;-4.38;6.34;223.7;-0.1;-0.16;0.19;236.9;0.11;0.05;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-29;1.93;8.33;72.1;-3.47;-6.02;6.94;240.0;-0.07;-0.14;0.15;244.5;0.1;0.06;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-06-30;1.96;8.13;62.5;-3.55;-6.75;7.63;242.3;-0.05;-0.15;0.16;249.7;0.08;0.07;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-07-01;1.68;8.54;70.3;1.02;-1.74;2.02;300.5;-0.03;-0.06;0.07;240.7;0.07;0.07;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-07-02;1.61;9.14;107.4;-1.39;2.89;3.21;115.7;-0.04;-0.0;0.04;185.9;0.11;0.03;0.2;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-07-03;1.86;9.88;110.1;-3.92;-3.93;5.55;225.1;-0.01;-0.08;0.08;260.9;0.2;0.04;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2015-07-04;2.21;10.11;140.0;3.66;0.39;3.68;6.1;0.01;-0.0;0.01;356.9;0.25;0.07;0.24;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
